,age,sex,state,location,education,employment,marital status,health centers have ability to test COVID-19?,available vaccine,time to get result,no of patients,concerns,challenges,factor to get vaccine,cost,which vaccine,willingness
509,0,1,7,2,2,0,2,2,1,2,0,4,15,4,0,2,0
510,0,0,8,1,2,4,2,2,0,4,0,4,14,14,0,2,0
511,0,0,8,2,1,4,2,2,0,2,2,4,2,14,0,1,1
512,0,1,8,1,1,4,2,2,0,6,0,5,21,13,2,1,0
513,0,0,8,1,1,4,2,2,1,2,2,4,2,14,1,1,1
514,0,0,8,0,2,4,0,2,0,0,0,4,2,2,2,2,0
515,0,0,8,2,1,4,2,2,1,2,3,4,1,2,2,3,0
516,0,1,8,2,1,4,2,2,2,0,3,4,2,2,0,0,1
517,0,0,10,2,2,0,2,2,1,4,0,13,15,31,0,0,1
518,0,0,8,1,1,4,2,2,2,0,0,4,31,18,2,1,1
519,0,1,8,2,1,0,2,2,1,0,2,1,8,8,2,0,1
520,2,0,10,2,2,0,0,2,2,4,3,6,8,3,2,3,0
521,0,0,8,1,1,4,2,2,2,2,3,4,2,14,0,0,1
522,3,1,8,0,1,0,0,1,1,6,3,13,8,33,2,2,1
523,0,0,2,2,1,0,2,1,2,1,0,4,27,9,1,1,0
524,0,0,8,1,1,0,2,2,0,6,2,5,15,2,0,2,1
525,0,0,10,2,1,4,2,2,0,4,3,4,8,2,2,2,1
526,0,1,8,2,4,0,2,2,2,1,0,4,8,2,0,3,0
527,0,1,8,2,1,4,2,2,1,2,0,13,15,2,2,1,0
528,0,0,8,2,1,0,2,2,1,4,2,4,2,8,2,0,1
529,4,1,8,0,2,0,0,2,0,1,1,4,8,3,2,2,1
530,3,0,10,2,2,0,0,2,1,0,3,0,2,14,0,1,0
531,0,1,10,1,1,4,2,0,2,6,3,4,2,14,2,2,1
532,0,0,8,1,2,4,2,2,2,6,3,7,2,2,2,0,0
533,0,0,8,1,1,4,2,2,1,4,3,4,2,2,0,3,0
534,0,1,10,1,1,3,2,2,1,0,2,4,9,2,2,2,0
535,0,1,8,2,1,4,2,2,2,0,0,4,2,2,1,0,0
536,0,0,10,2,1,3,2,2,2,0,0,4,15,5,0,2,1
537,0,0,8,1,2,0,2,2,0,2,0,4,15,17,2,2,1
538,0,0,11,2,4,4,2,2,1,4,0,6,8,3,2,2,1
539,4,1,10,1,0,3,2,2,0,1,1,4,15,2,2,3,0
540,0,0,9,0,1,4,2,2,0,2,0,4,1,14,0,3,0
541,2,0,8,0,1,3,0,2,2,6,3,4,2,3,0,3,0
542,3,1,8,0,3,3,0,2,0,1,2,1,8,2,0,0,0
543,0,0,8,2,1,4,2,2,0,2,1,4,1,2,0,3,0
544,0,0,1,1,1,4,2,2,2,1,0,4,22,4,2,2,0
545,0,0,8,1,1,4,2,2,1,1,3,4,1,2,2,2,0
546,0,0,12,2,1,4,2,0,0,6,0,4,9,12,2,3,0
547,0,0,8,2,2,4,2,2,1,2,3,4,8,2,0,2,0
548,0,0,7,2,1,4,2,2,2,6,1,13,1,2,0,1,0
549,0,0,8,0,3,4,2,2,1,1,0,2,8,2,1,0,0
550,0,0,8,0,2,4,2,2,0,2,0,1,2,2,0,2,0
551,0,1,8,0,2,4,2,2,2,6,3,4,2,2,2,0,0
552,0,0,10,0,1,4,2,2,1,2,0,4,2,14,0,3,0
553,0,0,7,2,1,4,2,2,2,6,0,3,2,2,1,3,0
554,0,0,9,0,1,4,2,1,1,6,3,4,8,2,2,1,0
555,0,0,9,1,1,3,2,2,2,5,2,4,15,14,0,3,0
556,0,1,8,0,1,4,2,2,1,2,0,5,15,2,1,0,0
557,0,0,7,1,1,3,2,2,1,2,3,4,15,2,0,3,0
558,0,0,8,0,1,4,2,2,1,2,0,4,15,2,2,2,0
559,0,0,8,0,1,4,2,2,0,4,3,4,2,2,2,3,0
560,0,1,8,1,1,3,2,2,0,1,2,4,9,3,0,2,0
561,0,0,7,1,3,4,2,2,1,3,1,4,15,2,1,3,0
562,0,0,7,2,1,0,2,1,0,2,3,4,5,3,2,1,0
563,0,0,9,1,1,4,2,2,1,2,0,10,2,31,2,2,0
564,0,0,7,2,1,0,2,1,0,2,3,4,5,3,2,1,0
565,0,0,7,1,1,4,2,1,2,4,0,1,2,31,1,3,0
566,0,0,7,1,1,0,1,0,0,6,2,4,15,15,1,0,0
567,2,0,10,1,1,3,1,2,0,1,2,4,15,2,2,3,0
568,0,0,10,0,1,4,2,2,1,1,0,4,2,14,0,2,0
569,0,0,8,1,1,4,2,2,0,4,3,4,2,2,2,3,0
570,0,0,15,2,1,4,2,0,0,6,1,5,5,12,1,3,0
571,0,0,5,1,1,4,2,2,2,0,0,4,26,2,1,3,0
572,0,1,8,1,1,4,2,2,0,2,1,13,9,2,2,2,0
573,0,0,7,1,1,0,2,2,0,6,2,4,3,2,0,0,0
574,0,0,8,1,1,4,2,2,0,2,0,4,8,2,0,1,0
575,0,0,7,1,2,4,2,2,2,6,0,4,2,2,0,1,0
576,0,0,9,0,1,4,2,1,1,6,3,4,8,2,2,1,0
577,0,1,8,1,2,2,2,2,0,0,1,0,2,2,2,2,0
578,0,0,10,1,1,4,2,2,1,5,0,4,2,14,0,2,0
579,0,0,8,0,1,4,2,1,2,3,3,4,2,15,2,2,0
580,0,0,7,0,3,3,2,2,1,4,1,13,2,2,2,0,0
581,0,0,8,1,1,4,2,2,0,2,1,4,9,5,0,2,0
582,0,1,7,0,1,1,2,2,1,6,3,4,2,2,2,0,0
583,0,1,8,1,1,4,2,2,0,2,0,4,8,2,0,1,0
584,0,0,10,0,1,4,2,2,1,1,0,4,2,14,0,2,0
585,0,0,4,1,1,4,2,2,2,1,0,5,23,4,2,1,0
586,0,0,7,1,1,3,2,2,1,2,3,4,15,2,0,3,0
587,0,0,10,1,1,4,2,2,1,1,0,4,1,18,2,2,0
588,0,1,8,0,1,2,2,2,2,1,2,4,15,14,2,2,0
589,0,0,11,2,1,4,2,0,0,6,0,4,10,13,2,3,0
590,0,0,7,1,1,4,2,2,0,0,0,4,23,29,0,3,0
591,0,1,8,1,2,3,1,2,0,2,2,3,8,3,0,2,0
592,0,0,7,2,1,0,2,1,0,3,2,4,4,3,1,1,0
593,0,0,7,2,1,4,2,1,0,1,0,4,2,2,0,3,0
594,0,1,8,0,1,4,2,2,0,2,0,4,3,2,2,2,0
595,0,0,7,1,1,3,2,2,2,5,0,6,19,25,2,3,0
596,0,0,10,1,1,4,2,2,1,0,0,4,2,14,2,2,0
597,1,0,8,1,0,3,2,2,1,1,0,4,15,2,2,3,0
598,0,0,10,0,1,4,2,2,1,1,0,4,2,14,0,3,0
599,0,1,7,0,1,1,2,2,0,5,3,4,2,2,2,1,0
600,0,1,8,0,1,4,2,2,0,4,3,3,2,2,2,3,0
601,0,0,10,1,1,4,2,2,0,1,0,4,2,15,2,2,0
602,0,0,13,1,1,4,2,2,1,1,0,1,6,19,2,0,0
603,0,0,9,0,1,4,2,2,1,3,0,4,3,2,0,1,0
604,0,1,8,0,1,3,2,2,0,2,1,12,5,2,2,2,0
605,0,0,7,1,1,4,2,2,0,0,1,4,6,14,1,2,0
606,2,0,10,1,1,3,1,2,0,1,2,4,15,2,2,3,0
607,0,0,7,1,2,4,2,1,1,6,0,5,18,23,2,3,0
608,0,0,7,2,1,4,2,2,1,3,0,4,23,18,2,3,0
609,0,0,7,0,1,4,2,2,2,0,0,4,9,2,0,3,0
610,0,1,7,0,1,0,2,2,1,6,3,4,2,2,2,0,0
611,0,0,7,2,1,0,2,1,0,3,2,4,4,3,1,1,0
612,0,0,8,1,3,4,2,2,1,3,0,4,15,2,2,3,0
613,0,0,7,1,1,2,2,1,0,3,3,4,2,3,2,2,0
614,0,0,8,0,1,4,2,2,2,2,0,4,8,2,2,0,0
615,0,0,7,2,1,4,2,1,0,1,0,4,2,2,1,3,0
616,0,1,8,0,1,4,2,2,1,1,0,4,2,2,1,1,0
617,0,0,10,0,1,4,2,2,1,3,0,4,2,14,0,3,0
618,0,1,8,0,1,4,2,2,1,0,2,4,1,2,2,2,0
619,0,0,10,0,1,4,2,2,2,4,3,4,3,2,2,2,0
620,0,0,8,2,1,4,2,2,1,3,3,6,1,2,2,3,0
621,0,1,8,0,1,4,2,2,0,2,0,4,3,2,2,2,0
622,0,0,8,1,1,3,1,2,0,3,3,4,15,2,0,3,0
623,0,1,14,2,1,4,2,2,0,1,0,4,2,3,2,2,0
624,0,1,8,1,2,4,1,2,1,4,0,8,15,3,0,1,0
625,1,1,8,0,2,3,1,2,0,1,1,1,8,2,0,0,0
626,0,0,10,0,1,4,2,2,1,0,0,4,2,14,1,3,0
627,0,0,7,1,1,4,2,2,0,1,0,4,20,22,0,3,0
628,0,0,8,1,1,4,2,2,0,2,3,4,1,2,2,3,0
629,0,0,8,0,1,4,2,2,2,1,0,4,27,3,0,2,0
630,0,1,8,1,1,4,2,2,1,0,1,4,1,2,1,0,0
631,0,0,8,1,3,4,2,2,0,2,1,13,0,14,0,2,0
632,0,0,8,0,1,4,0,2,0,0,0,4,2,2,1,1,0
633,0,1,8,0,1,0,2,2,1,4,0,4,15,13,2,2,0
634,0,0,8,1,1,4,2,2,1,2,0,8,15,2,2,1,0
635,0,0,9,0,1,4,2,2,2,6,3,3,2,2,1,3,0
636,0,1,7,0,1,4,2,2,1,2,0,4,30,4,0,2,0
637,0,0,7,2,1,4,2,0,1,6,0,4,15,15,1,3,0
638,0,0,8,1,1,4,2,2,0,2,1,4,2,2,0,3,0
639,0,0,7,2,1,1,2,2,2,6,0,13,2,5,2,2,0
640,0,0,8,2,1,1,2,2,0,0,1,4,2,29,2,2,0
641,1,0,8,2,2,0,0,2,2,4,3,5,8,2,2,2,0
642,0,0,7,1,1,4,2,0,2,3,0,4,2,27,0,3,0
643,0,1,14,2,1,4,2,2,0,1,0,5,2,2,1,3,0
644,0,0,7,1,1,1,2,2,1,1,1,6,23,28,1,3,0
645,0,0,7,1,1,4,2,2,2,2,0,4,8,3,0,2,0
646,0,0,9,1,1,4,2,0,0,5,0,4,11,14,1,2,0
647,0,0,7,1,2,4,2,2,1,2,2,4,15,2,0,3,0
648,0,0,10,1,1,1,2,2,0,0,0,4,1,23,2,2,0
649,0,0,8,1,1,4,2,2,2,2,3,4,15,14,1,2,0
650,0,0,8,0,2,4,2,2,1,1,0,1,8,2,0,0,0
651,0,0,7,1,1,4,2,2,0,2,1,4,8,4,0,3,0
652,0,0,7,2,1,4,2,2,2,1,0,4,5,14,0,2,0
653,0,0,16,1,1,0,2,2,1,0,0,4,1,18,1,0,0
654,0,0,7,1,1,4,2,2,0,3,0,4,22,19,1,3,0
655,0,0,7,2,1,4,2,2,1,1,0,4,3,14,1,2,0
656,0,0,9,0,1,4,2,2,1,4,3,4,3,2,2,2,0
657,0,0,10,0,1,4,2,2,0,5,3,4,6,2,2,2,0
658,0,0,4,1,2,1,0,1,1,2,1,6,24,3,2,3,0
659,0,0,7,2,1,4,2,2,1,1,3,4,2,26,2,2,0
660,0,1,8,1,1,4,2,2,1,0,0,4,1,2,1,0,0
661,1,0,9,1,2,3,1,2,0,2,2,4,15,2,2,3,0
662,0,0,8,1,4,4,1,1,1,6,0,4,2,2,2,2,0
663,0,0,7,1,1,4,2,1,2,1,2,4,2,25,1,3,0
664,0,0,10,2,1,4,2,2,0,1,0,5,2,4,1,3,0
665,0,0,8,1,1,3,2,2,1,3,2,4,15,2,0,3,0
666,0,1,15,2,1,4,2,2,0,2,0,4,2,2,1,2,0
667,3,0,9,1,0,3,2,2,0,1,1,4,15,2,1,3,0
668,0,0,7,1,1,4,2,2,1,5,0,5,19,25,1,3,0
669,0,1,8,1,1,4,2,2,2,2,1,4,8,2,2,1,0
670,0,0,0,1,1,3,1,1,1,3,0,5,22,5,2,2,0
671,0,0,8,1,1,0,2,2,1,4,3,4,2,13,1,2,0
672,0,0,8,1,4,4,2,0,1,6,0,4,2,2,2,0,0
673,0,0,8,1,1,4,2,2,1,2,3,4,1,2,1,3,0
674,0,1,7,1,1,0,2,0,0,5,2,4,15,15,1,0,0
675,0,1,9,0,1,0,2,2,1,2,1,0,2,2,2,2,0
676,0,0,8,1,1,4,2,2,1,0,3,4,1,2,2,2,0
677,0,1,8,1,1,4,2,2,0,0,1,1,1,2,2,2,0
678,0,0,5,1,1,2,2,1,1,1,0,4,29,11,0,0,0
679,0,0,8,1,3,4,2,2,0,1,3,4,8,2,0,2,0
680,0,0,7,1,1,4,2,2,1,1,0,4,25,20,1,3,0
681,0,0,8,1,1,3,2,2,2,0,1,4,24,3,2,0,0
682,0,1,8,1,1,3,2,2,0,1,0,4,8,2,0,2,0
683,0,0,8,1,1,4,2,2,1,1,1,4,15,2,0,0,0
684,0,0,10,2,1,4,2,1,1,6,2,4,13,14,0,3,0
685,0,0,0,1,1,3,1,1,1,3,0,5,22,5,2,2,0
686,0,0,9,0,1,3,2,2,0,0,2,4,8,2,2,2,0
687,0,0,7,1,1,4,2,1,2,1,1,4,4,14,0,2,0
688,0,0,7,1,1,4,2,2,1,1,0,4,2,14,2,2,0
689,0,0,7,1,1,4,2,2,0,5,0,5,21,13,2,1,0
690,0,0,7,1,1,1,2,2,1,1,1,6,23,28,1,3,0
691,0,0,9,2,1,4,2,0,2,6,0,4,2,2,2,2,0
692,0,0,7,2,1,4,2,2,1,2,0,4,24,19,2,3,0
693,1,1,8,0,1,3,2,2,2,0,0,7,2,2,0,2,0
694,0,0,8,2,3,4,2,0,2,6,0,4,2,2,2,0,0
695,0,1,8,2,2,1,2,2,1,1,0,4,8,2,0,2,0
696,0,0,8,0,2,4,2,1,1,1,3,4,3,14,2,2,0
697,0,0,7,0,1,0,2,2,1,6,3,4,2,2,2,0,0
698,0,0,8,0,1,0,1,1,1,4,0,4,15,14,2,2,0
699,0,0,7,2,1,0,1,1,0,2,3,4,5,3,2,2,0
700,0,0,10,1,1,4,2,2,1,0,0,4,1,15,2,2,0
701,0,0,8,1,1,0,2,2,1,4,3,4,2,13,1,2,0
702,0,0,8,1,4,4,1,1,1,6,0,4,2,2,2,2,0
703,0,0,8,1,1,4,2,2,1,2,0,9,15,2,2,1,0
704,0,0,7,0,1,2,1,0,1,3,0,4,3,29,0,3,0
705,0,0,8,0,1,4,2,2,0,6,0,4,2,2,2,3,0
706,3,0,9,1,2,3,0,2,1,1,0,4,23,3,2,2,0
707,0,0,7,2,1,4,2,2,1,4,1,1,2,33,2,2,0
708,0,0,12,2,1,4,2,0,0,6,0,4,9,12,2,3,0
709,0,0,11,2,1,4,2,0,1,4,0,4,2,2,1,2,0
710,0,0,8,1,1,4,2,2,1,4,2,4,2,15,2,2,0
711,0,0,10,1,1,4,2,2,1,1,0,4,2,15,2,2,0
712,0,0,7,2,2,4,2,2,2,6,0,1,2,2,0,2,0
713,0,1,7,1,1,0,2,0,0,5,2,4,15,15,1,0,0
714,0,1,9,0,2,0,2,2,0,1,1,0,2,2,2,2,0
715,0,0,8,0,1,4,2,2,1,2,0,4,2,2,1,1,0
716,0,0,9,0,4,4,2,1,1,6,0,4,2,2,2,1,0
717,0,0,8,1,2,4,2,2,0,2,1,4,14,14,0,2,0
718,0,0,10,2,1,4,2,2,0,1,0,4,2,4,0,3,0
719,0,0,7,1,1,4,2,2,1,3,3,4,15,2,0,3,0
720,0,1,8,0,1,4,2,2,0,2,0,4,3,2,2,2,0
721,0,1,8,0,1,4,2,2,0,4,3,3,2,2,2,3,0
722,0,1,8,0,1,4,2,2,2,6,3,4,2,2,2,0,0
723,0,1,8,0,1,2,2,2,1,1,1,4,2,2,2,2,0
724,0,0,8,1,1,4,2,2,0,0,3,4,8,14,2,2,0
725,0,0,9,1,1,4,2,2,1,0,0,4,2,14,2,2,0
726,0,0,8,0,4,4,2,2,1,2,1,4,8,2,1,0,0
727,0,0,8,1,4,4,1,1,1,6,0,4,2,2,2,2,0
728,0,0,7,1,1,0,2,2,1,5,0,13,2,6,2,2,0
729,0,1,7,2,1,3,2,2,0,3,0,4,18,4,0,0,0
730,0,1,8,1,1,4,2,2,0,1,0,1,8,2,0,0,0
731,0,0,7,1,1,4,2,1,1,1,2,4,2,32,1,1,0
732,0,0,8,0,1,4,2,2,1,2,0,4,2,2,0,0,0
733,0,0,7,1,1,4,2,2,0,0,2,4,8,14,1,1,0
734,0,0,10,1,1,4,2,2,0,6,0,4,2,2,2,2,0
735,0,0,7,1,2,1,2,2,2,1,0,4,8,2,0,3,0
736,0,0,16,0,1,2,2,2,2,0,1,4,0,20,1,1,0
737,0,0,10,1,1,4,2,2,2,4,3,1,14,2,2,2,0
738,0,0,7,2,1,0,2,2,1,2,0,4,15,3,0,2,0
739,0,0,10,0,1,4,2,2,1,0,0,4,2,14,1,3,0
740,0,0,7,1,1,4,2,0,1,3,0,5,2,28,0,3,0
741,0,1,8,1,1,4,2,2,1,0,2,4,15,12,1,1,0
742,0,0,8,1,2,4,2,2,0,2,0,4,3,2,1,2,0
743,0,1,8,1,1,4,2,2,0,1,0,3,8,2,0,1,0
744,0,1,8,2,1,3,2,2,0,4,0,4,17,4,1,0,0
745,0,0,8,1,4,4,2,0,1,6,0,4,2,2,2,1,0
746,0,1,8,0,1,2,2,2,1,2,0,2,2,2,2,2,0
747,0,1,8,1,1,4,2,2,1,2,1,5,15,2,0,0,0
748,0,0,10,0,1,4,2,2,1,4,3,4,4,2,2,2,0
749,0,0,10,0,1,4,2,2,2,5,3,3,2,2,2,2,0
750,0,0,7,1,1,3,2,1,2,1,0,4,8,3,0,2,0
751,0,0,8,0,2,4,2,2,1,1,0,2,8,2,0,0,0
752,0,0,8,0,1,4,2,1,0,6,0,4,2,2,2,3,0
753,0,1,8,0,3,3,2,2,1,3,1,12,2,2,2,0,0
754,0,0,10,2,1,4,2,0,1,6,0,4,2,2,2,2,0
755,0,0,17,0,1,0,2,2,2,0,0,4,1,18,1,0,0
756,0,0,9,2,1,4,2,0,1,6,0,4,10,15,1,2,0
757,0,0,7,0,1,3,2,2,1,6,3,6,2,2,2,0,0
758,0,1,8,1,4,4,1,2,1,4,1,6,15,2,1,2,0
759,0,0,9,1,1,4,2,2,0,0,3,4,3,14,2,2,0
760,0,0,7,2,1,0,2,1,1,3,3,4,6,2,2,1,0
761,0,0,7,1,1,0,2,1,0,1,3,4,4,3,2,2,0
762,0,0,10,2,1,4,2,1,0,6,0,4,2,2,2,2,0
763,0,0,8,1,3,4,2,2,0,1,3,4,8,2,0,2,0
764,0,0,6,1,2,2,1,1,1,1,1,6,25,4,2,1,0
765,0,0,7,0,1,4,2,2,2,0,0,4,10,2,0,3,0
766,0,0,9,1,1,4,2,2,1,4,1,4,2,14,2,2,0
767,0,0,10,2,1,4,2,1,0,6,0,4,2,2,2,2,0
